Player,Team,Position,DRS,INF GB Runs,GB Chances,DP Runs (Start),DP Runs (Pivot),IFFB Runs,Bunt Runs,OF Flyball Runs,FB Chances,OF Arm Runs,Framing Runs Saved,Pitches Framed,Blocking Runs,Stolen Base Runs,Pickoff Runs,Throwing Runs,Hometown,Age,Height,Weight,Class,Jersey,newestTeamName,newestTeamAbbrevName,newestTeamLocation,newestTeamLevel
Ben Peterson,Saint Joseph's|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/saint-josephs.svg,LF,-0.39,-,0,-,-,-,-,-0.39,6,-,-,,-,-,-,-,"Canonsburg, PA, US",0,"6' 0""",180,FR,38,Saint Joseph's University,JOES,Saint Joseph's,BBC
Wylie Waters,USC Upstate|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/usc-upstate.svg,LF,-0.39,-,0,-,-,-,-,-0.39,24,-,-,,-,-,-,-,"Vancouver, British Columbia, CAN",22,"6' 2""",195,SR,1,University of South Carolina Upstate,SCUS,South Carolina Upstate,BBC
Tank Yaghoubi,Appalachian State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/appalachian-st.svg,CF,-0.39,-,0,-,-,-,-,-0.56,8,0.16,-,,-,-,-,-,"Massapequa, NY, US",22,"5' 10""",170,SR,27,Appalachian State University,APP,Appalachian State,BBC
Jackson Thompson,Campbell|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/campbell.svg,RF,-0.40,-,0,-,-,-,-,-0.40,1,-,-,,-,-,-,-,"Camp Hill, PA, US",23,"6' 2""",215,R-SR,13,Campbell University,CAMP,Campbell,BBC
Henry Kufa,Southern Illinois|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-ill.svg,CF,-0.40,-,0,-,-,-,-,-0.40,12,-,-,,-,-,-,-,"Carlinville, IL, US",0,"6' 0""",0,JR,0,Southern Illinois University,SIU,Southern Illinois,BBC
JT Adams,Creighton|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/creighton.svg,P,-0.40,-0.39,1,-0.02,-,-,-,-,0,-,-,,-,-,-,-,"Olathe, KS, US",0,"6' 1""",205,SO,25,Creighton University,CREI,Creighton,BBC
Jaren Vogt,South Dakota State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-dakota-st.svg,P,-0.40,-0.40,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Mayer, MN, US",0,"6' 0""",205,FR,28,South Dakota State University,SDST,South Dakota State,BBC
Brennan Rumpf,Maine|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/maine.svg,P,-0.40,-0.26,5,-,-,-,-0.14,-,0,-,-,,-,-,-,-,"Falmouth, ME, US",0,"6' 3""",210,SO,43,University of Maine,ME,Maine,BBC
Ben Nugent,Towson|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/towson.svg,CF,-0.40,-,0,-,-,-,-,-0.40,4,-,-,,-,-,-,-,"Budd Lake, NJ, US",0,"5' 9""",175,SO,38,Towson University,TOWS,Towson,BBC
Daniel Harden,LSU|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lsu.svg,LF,-0.40,-,0,-,-,-,-,-0.40,10,-,-,,-,-,-,-,"Prairieville, LA, US",0,"6' 2""",205,JR,14,Louisiana State University,LSU,Louisiana State,BBC
Blane Schmitt,West Georgia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/west-ga.svg,1B,-0.40,-0.38,3,-,-0.01,-,-,-,0,-,-,,-,-,-,-,"Cincinnati, OH, US",0,"6' 0""",200,JR,6,University of West Georgia,UOWG,West Georgia,BBC
Jake Ferguson,Eastern Illinois|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-ill.svg,SS,-0.40,-0.48,8,0.08,-,-,-,-,0,-,-,,-,-,-,-,"Mill Valley, CA, US",0,"5' 11""",185,GRAD,21,Eastern Illinois University,EIU,Eastern Illinois,BBC
Josh Och,Southern Miss|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-miss.svg,P,-0.40,-0.40,1,-,-,-,0.00,-,0,-,-,,-,-,-,-,"Victoria, MN, US",21,"5' 11""",192,JR,32,The University of Southern Mississippi,USM,Southern Miss,BBC
Ethan Gibson,Virginia Tech|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia-tech.svg,2B,-0.40,-0.42,16,-0.01,0.01,0.01,-,-,0,-,-,,-,-,-,-,"Abingdon, VA, US",21,"6' 0""",195,JR,12,Virginia Tech,VT,Virginia Tech,BBC
Hunter Holzemer,San Francisco|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/san-francisco.svg,P,-0.40,-0.40,8,-,-,-,-,-,0,-,-,,-,-,-,-,"Highlands Ranch, CO, US",22,"5' 11""",170,SR,13,University of San Francisco,SF,San Francisco,BBC
Tommy Meluskey,New Mexico State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-mexico-st.svg,RF,-0.40,-,0,-,-,-,-,-0.40,85,-,-,,-,-,-,-,"Yakima, WA, US",22,"6' 1""",195,R-SO,12,New Mexico State University,NMSU,New Mexico State,BBC
Trey Bridges,Grambling|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grambling.svg,RF,-0.40,-,0,-,-,-,-,-0.40,44,-,-,,-,-,-,-,"Jackson, MS, US",21,"6' 1""",185,SR,42,Grambling State University,GRAM,Grambling State,BBC
Eddie Scaccia,Eastern Illinois|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-ill.svg,P,-0.40,-0.39,1,-0.02,-,-,-,-,0,-,-,,-,-,-,-,"Oswego, IL, US",0,"6' 3""",205,JR,28,Eastern Illinois University,EIU,Eastern Illinois,BBC
Jonathan Jaime,Georgia Southern|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ga-southern.svg,RF,-0.40,-,0,-,-,-,-,-0.40,1,-,-,,-,-,-,-,"Snellville, GA, US",22,"6' 2""",210,SR,16,Georgia Southern University,GASO,Georgia Southern,BBC
Hudson Barton,Vanderbilt|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/vanderbilt.svg,P,-0.40,-0.40,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Franklin, TN, US",20,"6' 3""",199,SO,21,Vanderbilt University,VAN,Vanderbilt,BBC
Matthew Kosuda,William & Mary|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/william-mary.svg,3B,-0.40,0.36,79,0.08,-,0.01,-0.86,-,0,-,-,,-,-,-,-,,,,,,10,College of William & Mary,WM,William & Mary,BBC
Landon Lowe,Bradley|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bradley.svg,CF,-0.40,-,0,-,-,-,-,-0.40,2,-,-,,-,-,-,-,"Key West, FL, US",0,"5' 10""",175,GRAD,26,Bradley University,BRAD,Bradley,BBC
Eli Putnam,Florida State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/florida-st.svg,3B,-0.40,-0.40,2,-,-,-,-,-,0,-,-,,-,-,-,-,"Cabin John, MD, US",23,"6' 4""",215,R-SR,26,Florida State University,FSU,Florida State,BBC
Andrew Ortiz,Indiana State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana-st.svg,RF,-0.40,-,0,-,-,-,-,-0.40,24,-,-,,-,-,-,-,"Miramar, FL, US",0,"5' 10""",169,SO,27,Indiana State University,INST,Indiana State,BBC
Cole Wisenbaker,Kansas State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kansas-st.svg,P,-0.40,-,0,-,-,-,-0.40,-,0,-,-,,-,-,-,-,"Houston, TX, US",0,"6' 3""",0,R-JR,13,Kansas State University,KSU,Kansas State,BBC
Kayden Campbell,Georgia Tech|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia-tech.svg,P,-0.41,-0.41,2,-,-,-,-,-,0,-,-,,-,-,-,-,"Cincinnati, OH, US",22,"6' 2""",205,SR,49,Georgia Tech,GT,Georgia Tech,BBC
Jamal George,Missouri|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/missouri.svg,LF,-0.41,-,0,-,-,-,-,-0.41,16,-,-,,-,-,-,-,"Trujillo Alto, PR",22,"5' 11""",185,SR,21,University of Missouri,MIZZ,Missouri,BBC
Fabian Santana,Alabama State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/alabama-st.svg,1B,-0.41,-0.63,1,-,-,-,0.23,-,0,-,-,,-,-,-,-,"Juncos, PR",20,"5' 10""",178,SO,28,Alabama State University,ALST,Alabama State,BBC
Evan Shapiro,Western Michigan|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/western-mich.svg,P,-0.41,-,0,-,-,-,-0.41,-,0,-,-,,-,-,-,-,"University Heights, OH, US",21,"6' 7""",228,JR,36,Western Michigan University,WMU,Western Michigan,BBC
Nick English,Kansas State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/kansas-st.svg,RF,-0.41,-,0,-,-,-,-,-0.41,15,-,-,,-,-,-,-,"Olathe, KS, US",21,"6' 0""",190,JR,8,Kansas State University,KSU,Kansas State,BBC
Gavin Van Kempen,East Carolina|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/east-carolina.svg,P,-0.41,-0.41,1,0.00,-,-,-,-,0,-,-,,-,-,-,-,"Castleton, NY, US",21,"6' 6""",245,SR,35,East Carolina University,ECU,East Carolina,BBC
Jake Busson,Illinois-Chicago|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ill-chicago.svg,3B,-0.41,1.20,53,-0.13,-,-0.73,-0.75,-,0,-,-,,-,-,-,-,"Hudson, WI, US",0,"6' 1""",200,JR,5,University of Illinois-Chicago,UIC,Illinois-Chicago,BBC
RJ Hamilton,Duke|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/duke.svg,LF,-0.41,-,0,-,-,-,-,-0.41,3,-,-,,-,-,-,-,"Hoover, AL, US",21,"5' 10""",185,JR,8,Duke University,DUKE,Duke,BBC
Eric Fouraker,North Florida|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/north-florida.svg,C,-0.41,-,0,-,-,-,-,-,0,-,-0.71,42,0.35,-0.05,-,-0.05,"Bryceville, FL, US",0,"6' 1""",224,SR,42,University of North Florida,UNF,North Florida,BBC
Tim Schuler,Villanova|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/villanova.svg,1B,-0.41,0.07,1,0.00,-0.04,-0.44,-,-,0,-,-,,-,-,-,-,"Yardley, PA, US",0,"6' 2""",220,JR,7,Villanova University,VILL,Villanova,BBC
Jack Arcamone,Georgia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia.svg,C,-0.41,-,0,-,-,-,-,-,0,-,-0.06,31,-0.35,-,-,-,"Trumbull, CT, US",0,"6' 1""",195,JR,7,University of Georgia,UGA,Georgia,BBC
Nick Vega,NJIT|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/njit.svg,RF,-0.41,-,0,-,-,-,-,-0.41,62,-,-,,-,-,-,-,"Bronx, NY, US",22,"6' 2""",210,SR,24,New Jersey Institute of Technology,NJIT,NJIT,BBC
Owen Turner,Yale|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/yale.svg,LF,-0.41,-,0,-,-,-,-,-0.41,6,-,-,,-,-,-,-,"Oxford, MI, US",0,"6' 0""",195,SO,9,Yale University,YALE,Yale,BBC
Kenny Jackson,Southern|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-u.svg,P,-0.41,-,0,-,-,-,-0.41,-,0,-,-,,-,-,-,-,"Chicago, IL, US",21,"6' 2""",185,JR,27,Southern University,SOU,Southern,BBC
Mitchell Johnson,Wichita State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wichita-st.svg,P,-0.41,-,0,-,-,-,-0.41,-,0,-,-,,-,-,-,-,"Derby, KS, US",0,"6' 4""",240,JR,50,Wichita State University,WICH,Wichita State,BBC
Dominick Inzilla,Wagner|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wagner.svg,C,-0.41,-,0,-,-0.02,-,-,-,0,-,-0.06,8,-0.33,-,-,-,"Cream Ridge, NJ, US",0,"5' 10""",200,FR,37,Wagner College,WAG,Wagner,BBC
Robby Grasso,Lehigh|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/lehigh.svg,CF,-0.41,-,0,-,-,-,-,-0.41,22,-,-,,-,-,-,-,"Lafayette Hill, PA, US",0,"6' 2""",0,FR,17,Lehigh University,LEH,Lehigh,BBC
Preston Watkins,Texas A&M-Corpus Christi|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/am-corpus-chris.svg,P,-0.41,-0.41,4,-,-,-,-,-,0,-,-,,-,-,-,-,"Deer Park, TX, US",21,"6' 3""",205,JR,43,Texas A&M-Corpus Christi,AMCC,Texas A&M-Corpus Christi,BBC
Nicholas Solorzano,UMass Lowell|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/umass-lowell.svg,C,-0.41,0.04,1,-,-0.06,-,-,-,0,-,-0.23,676,0.19,-0.35,0.00,-0.35,,,,,,7,UMass Lowell,MASSL,UMass Lowell,BBC
Ernie Little,Fordham|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fordham.svg,LF,-0.41,-,0,-,-,-,-,-1.95,34,1.54,-,,-,-,-,-,"Melrose, MA, US",0,"5' 10""",185,GRAD,7,Fordham University,FOR,Fordham,BBC
Rowan Felsch,UC Irvine|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-irvine.svg,CF,-0.41,-,0,-,-,-,-,-0.41,5,-,-,,-,-,-,-,"Palo Alto, CA, US",21,"6' 2""",200,SR,9,UC Irvine,UCI,UC Irvine,BBC
Cooper Smith,Utah Tech|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/utah-tech.svg,C,-0.41,-,0,-,-,-,-,-,0,-,-0.32,41,-0.15,0.06,-,0.06,"Eden Prairie, MN, US",0,"5' 11""",190,GRAD,16,Utah Tech University,UTU,Utah Tech,BBC
Trevor Banning,Santa Clara|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/santa-clara.svg,P,-0.41,-,0,-,-,-,-0.41,-,0,-,-,,-,-,-,-,"San Juan Capistrano, CA, US",0,"6' 0""",175,FR,41,Santa Clara University,SCU,Santa Clara,BBC
Will Jordan,Texas Tech|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-tech.svg,P,-0.41,-0.41,1,-,-,-,-,-,0,-,-,,-,-,-,-,"Weatherford, TX, US",20,"6' 5""",215,SO,16,Texas Tech University,TTU,Texas Tech,BBC
Jack Garvey,New Orleans|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-orleans.svg,P,-0.41,0.30,2,-,-,-,-0.71,-,0,-,-,,-,-,-,-,"Fort Myers, FL, US",0,"6' 3""",200,JR,32,University of New Orleans,UNO,New Orleans,BBC
Danny Wallace,Oklahoma State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oklahoma-st.svg,LF,-0.41,-,0,-,-,-,-,-0.41,1,-,-,,-,-,-,-,,,,,,9,Oklahoma State University,OKST,Oklahoma State,BBC
Otto Espinoza,California|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/california.svg,P,-0.42,-0.43,4,-0.01,-,-,0.01,-,0,-,-,,-,-,-,-,"Huntington Beach, CA, US",0,"6' 2""",180,FR,28,University of California,CAL,California,BBC
Kennedy Drexler,Southern|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-u.svg,RF,-0.42,-,0,-,-,-,-,-0.42,5,-,-,,-,-,-,-,"New Iberia, LA, US",20,"5' 10""",155,R-SO,1,Southern University,SOU,Southern,BBC
Tate Medicoff,Santa Clara|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/santa-clara.svg,1B,-0.42,-0.42,1,-,-,-,-,-,0,-,-,,-,-,-,-,"San Francisco, CA, US",20,"6' 3""",220,SO,12,Santa Clara University,SCU,Santa Clara,BBC
Tyler Kneller,Albany|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/albany-ny.svg,P,-0.42,0.07,6,-0.01,-,-0.43,-0.05,-,0,-,-,,-,-,-,-,"Chatham, NY, US",0,"6' 4""",215,R-SO,37,University at Albany,ALBY,Albany,BBC
Basilio Williams,Prairie View|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/prairie-view.svg,CF,-0.42,-,0,-,-,-,-,-0.65,15,0.24,-,,-,-,-,-,"Houston, TX, US",0,"6' 0""",155,FR,3,Prairie View A&M University,PV,Prairie View A&M,BBC
Riley Peterson,Milwaukee|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/milwaukee.svg,P,-0.42,-0.46,2,-,-,-,0.04,-,0,-,-,,-,-,-,-,"Verona, WI, US",21,"6' 0""",185,JR,39,University of Wisconsin-Milwaukee,MILW,Milwaukee,BBC
JP Podgorski,Villanova|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/villanova.svg,P,-0.42,-0.20,1,-,-,-,-0.22,-,0,-,-,,-,-,-,-,"Sewell, NJ, US",0,"6' 1""",185,SO,2,Villanova University,VILL,Villanova,BBC
Brady Holbrook,Belmont|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/belmont.svg,RF,-0.42,-,0,-,-,-,-,-0.42,14,-,-,,-,-,-,-,"Cumming, GA, US",0,"6' 1""",195,FR,5,Belmont University,BEL,Belmont,BBC
Griffin Enis,Virginia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia.svg,CF,-0.42,-,0,-,-,-,-,-0.42,2,-,-,,-,-,-,-,"Corinth, MS, US",0,"6' 1""",200,FR,4,University of Virginia,UVA,Virginia,BBC
Brendon Bennett,Clemson|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/clemson.svg,P,-0.42,0.22,3,0.11,-,-,-0.75,-,0,-,-,,-,-,-,-,"Novi, MI, US",20,"6' 1""",220,R-FR,32,Clemson University,CLEM,Clemson,BBC
Andrew Palmer,East Tennessee State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/east-tenn-st.svg,LF,-0.42,-,0,-,-,-,-,-0.42,9,-,-,,-,-,-,-,"Mount Pleasant, SC, US",0,"6' 1""",205,FR,11,East Tennessee State University,ETSU,East Tennessee State,BBC
Phillip Thigpen,Eastern Michigan|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-mich.svg,SS,-0.42,-0.40,9,-0.03,0.00,0.01,-,-,0,-,-,,-,-,-,-,"Chicago, IL, US",0,"5' 9""",170,FR,5,Eastern Michigan University,EMU,Eastern Michigan,BBC
Thomas O’Connell,Virginia|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia.svg,C,-0.42,0.29,4,0.00,0.12,-,-,-,0,-,-1.70,273,0.79,0.08,0.00,0.08,,,,,,,,,,
Sebastian Norman,Oklahoma State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/oklahoma-st.svg,RF,-0.42,-,0,-,-,-,-,-0.42,1,-,-,,-,-,-,-,"Springfield, MO, US",0,"6' 0""",258,FR,15,Oklahoma State University,OKST,Oklahoma State,BBC
Josiah Ross,Wagner|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wagner.svg,LF,-0.42,-,0,-,-,-,-,-0.42,9,-,-,,-,-,-,-,"Newington, CT, US",0,"5' 11""",0,JR,16,Wagner College,WAG,Wagner,BBC
Nathan Taylor,Cincinnati|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cincinnati.svg,P,-0.42,-0.17,7,0.00,-,-,-0.25,-,0,-,-,,-,-,-,-,"Amelia, OH, US",21,"6' 5""",230,JR,11,University of Cincinnati,CIN,Cincinnati,BBC
Andrew Jones,Eastern Michigan|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-mich.svg,CF,-0.42,-,0,-,-,-,-,-0.42,3,-,-,,-,-,-,-,"Midlothian, VA, US",0,"6' 0""",190,SR,9,Eastern Michigan University,EMU,Eastern Michigan,BBC
Kyle Winkler,UT Arlington|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-arlington.svg,P,-0.42,-,0,-,-,-,-0.42,-,0,-,-,,-,-,-,-,"Tomball, TX, US",22,"6' 1""",195,SR,31,University of Texas-Arlington,UTA,UT Arlington,BBC
Jack Gleason,Mississippi State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/mississippi-st.svg,P,-0.42,-0.31,1,-,-,-,-0.11,-,0,-,-,,-,-,-,-,"Germantown, TN, US",0,"6' 1""",200,R-FR,42,Mississippi State University,MSST,Mississippi State,BBC
Connor Jernigan,William & Mary|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/william-mary.svg,P,-0.42,-,0,-,-,-,-0.42,-,0,-,-,,-,-,-,-,"Brookline, MA, US",0,"6' 5""",235,FR,39,College of William & Mary,WM,William & Mary,BBC
Branston Lindquist,Toledo|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/toledo.svg,C,-0.42,-,0,-,-,-,-,-,0,-,-0.16,3,-0.25,-,-,-,"Jamestown, NY, US",0,"6' 2""",220,FR,3,University of Toledo,TOL,Toledo,BBC
Gavin Price,UL Monroe|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/la-monroe.svg,LF,-0.42,-,0,-,-,-,-,-0.42,2,-,-,,-,-,-,-,"Salem, OR, US",0,"6' 3""",215,FR,48,University of Louisiana at Monroe,ULM,UL Monroe,BBC
Christian Charalambous,Presbyterian|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/presbyterian.svg,P,-0.42,0.49,3,-,-,-,-0.91,-,0,-,-,,-,-,-,-,"Bergenfield, NJ, US",0,"5' 11""",0,R-SO,13,Presbyterian College,PRE,Presbyterian,BBC
Grant Wilson,Ohio|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio.svg,3B,-0.42,-0.13,1,-,-,-,-0.29,-,0,-,-,,-,-,-,-,"Bradenton, FL, US",0,"6' 1""",218,SO,20,Ohio University,OHIO,Ohio,BBC
Griffin Howell,Eastern Kentucky|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-ky.svg,P,-0.42,-,0,-,-,-,-0.42,-,0,-,-,,-,-,-,-,"Tecumseh, Ontario, CAN",20,"6' 1""",195,JR,22,Eastern Kentucky University,EKY,Eastern Kentucky,BBC
David Boisvert,Duke|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/duke.svg,P,-0.42,-0.42,4,-,-,-,-,-,0,-,-,,-,-,-,-,"Charlotte, NC, US",23,"6' 5""",215,GRAD,21,Duke University,DUKE,Duke,BBC
Tanner Nolan,Appalachian State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/appalachian-st.svg,P,-0.42,-0.09,2,-,-,-,-0.33,-,0,-,-,,-,-,-,-,"Deptford, NJ, US",0,"5' 11""",165,JR,37,Appalachian State University,APP,Appalachian State,BBC
Miken Miller,Nebraska|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/nebraska.svg,C,-0.42,-,0,-,-,-,-,-,0,-,-0.61,32,0.24,-0.05,-,-0.05,"Otsego, MN, US",0,"5' 11""",185,JR,26,University of Nebraska,NEB,Nebraska,BBC
Lawson Wheeler,Elon|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/elon.svg,2B,-0.42,-0.48,9,0.08,-0.02,-,-,-,0,-,-,,-,-,-,-,"Raleigh, NC, US",0,"5' 11""",175,R-JR,7,Elon University,ELON,Elon,BBC
Thomas Howard,Purdue|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/purdue.svg,P,-0.42,-0.41,2,-0.01,-,-,-,-,0,-,-,,-,-,-,-,"Lexington, KY, US",0,"6' 4""",225,R-SO,42,Purdue University,PUR,Purdue,BBC
Dimitri Angelakos,Georgia Tech|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia-tech.svg,P,-0.42,-0.53,3,-0.04,-,-,0.15,-,0,-,-,,-,-,-,-,"Woodstock, GA, US",0,"6' 1""",214,R-FR,43,Georgia Tech,GT,Georgia Tech,BBC
Tristan Russell,New Mexico|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/new-mexico.svg,3B,-0.42,-0.42,3,-,-,-,-,-,0,-,-,,-,-,-,-,,0,"6' 0""",0,R-SO,1,University of New Mexico,UNM,New Mexico,BBC
Evan Griffis,Arkansas State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/arkansas-st.svg,RF,-0.42,-,0,-,-,-,-,-0.83,119,0.42,-,,-,-,-,-,"Longwood, FL, US",22,"6' 3""",204,SR,11,Arkansas State University,ARST,Arkansas State,BBC
Andrew Albertus,Presbyterian|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/presbyterian.svg,CF,-0.42,-,0,-,-,-,-,-0.42,8,-,-,,-,-,-,-,"Carrollton, GA, US",0,"5' 10""",175,SO,5,Presbyterian College,PRE,Presbyterian,BBC
Davis Gillespie,Southern Miss|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-miss.svg,LF,-0.42,-,0,-,-,-,-,-1.19,176,0.77,-,,-,-,-,-,"Birmingham, AL, US",22,"6' 1""",225,R-JR,11,The University of Southern Mississippi,USM,Southern Miss,BBC
Jayden Davis,Penn State|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/penn-st.svg,LF,-0.42,-,0,-,-,-,-,-0.42,49,-,-,,-,-,-,-,"Cookeville, TN, US",22,"5' 10""",205,SR,13,Penn State University,PSU,Penn State,BBC
Blake Bowen,Akron|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/akron.svg,2B,-0.42,-0.38,10,-0.01,-0.04,0.01,-,-,0,-,-,,-,-,-,-,"Wooster, OH, US",21,"6' 2""",195,R-SO,27,University of Akron,AKR,Akron,BBC
Ryan Davis,Grambling|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grambling.svg,3B,-0.42,-0.37,10,-0.05,-,-,-,-,0,-,-,,-,-,-,-,"Bryans Road, MD, US",0,"6' 1""",190,GRAD,6,Grambling State University,GRAM,Grambling State,BBC
Dariyan Pendergrass,Texas|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/texas.svg,CF,-0.42,-,0,-,-,-,-,-0.42,22,-,-,,-,-,-,-,"Hartsville, SC, US",23,"5' 10""",185,R-SR,42,University of Texas,TEX,Texas,BBC
Adison Mattix,Akron|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/akron.svg,P,-0.42,-0.39,1,-0.02,-0.02,-,-,-,0,-,-,,-,-,-,-,"Edmonds, WA, US",0,"6' 4""",0,R-JR,17,University of Akron,AKR,Akron,BBC
Christian Scanlon,Merrimack|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/merrimack.svg,LF,-0.42,-,0,-,-,-,-,-0.42,43,-,-,,-,-,-,-,"West Haven, CT, US",23,"6' 2""",215,SR,8,Merrimack College,MRMK,Merrimack,BBC
Rylan Evans,Pacific|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pacific.svg,CF,-0.43,-,0,-,-,-,-,-0.43,3,-,-,,-,-,-,-,"Logandale, NV, US",22,"5' 11""",195,SR,3,University of the Pacific,PAC,Pacific,BBC
Kevin Denty,Elon|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/elon.svg,RF,-0.43,-,0,-,-,-,-,-0.43,9,-,-,,-,-,-,-,"Tinley Park, IL, US",0,"6' 1""",205,JR,24,Elon University,ELON,Elon,BBC
Eli Anderson,Purdue|https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/purdue.svg,RF,-0.43,-,0,-,-,-,-,-0.43,4,-,-,,-,-,-,-,"Fairmont, MN, US",22,"6' 0""",175,SR,3,Purdue University,PUR,Purdue,BBC
